#       # k              E            BS weight       TS weight
      0.0477010      0.0086869       0.0644711       0.0582990
      0.0516761      0.0092035       0.0556043       0.0672664
      0.0556512      0.0097578       0.0656161       0.0573595
      0.0596263      0.0103490       0.0560075       0.0670765
      0.0636014      0.0109761       0.0571411       0.0660534
      0.0675765      0.0116383       0.0538360       0.0694697
      0.0715515      0.0123347       0.0554071       0.0680090
      0.0755266      0.0130642       0.0601299       0.0633939
      0.0795017      0.0138259       0.0691458       0.0544809
      0.0834768      0.0146187       0.0600400       0.0636824
      0.0874519      0.0154416       0.0553431       0.0684653
      0.0914270      0.0162934       0.0587162       0.0651651
      0.0954021      0.0171730       0.0543377       0.0696000
      0.0993771      0.0180792       0.0745108       0.0494629
      0.1033522      0.0190110       0.0724807       0.0515040
      0.1073273      0.0199672       0.0500947       0.0738709
      0.1113024      0.0209465       0.0753915       0.0485192
      0.1152775      0.0219479       0.0749301       0.0488836
      0.1192526      0.0229702       0.0475503       0.0761170
      0.1232276      0.0240121       0.0757428       0.0477208
      0.1272027      0.0250725       0.0481377       0.0750560
      0.1311778      0.0261503       0.0465436       0.0763044
      0.1351529      0.0272444       0.0769200       0.0454958
      0.1391280      0.0283536       0.0774404       0.0444453
      0.1431031      0.0294769       0.0443916       0.0768535
      0.1470782      0.0306131       0.0447080       0.0757731
      0.1510532      0.0317613       0.0431691       0.0764104
      0.1550283      0.0329203       0.0420797       0.0764466
      0.1590034      0.0340893       0.0758509       0.0414559
      0.1629785      0.0352672       0.0748829       0.0410240
      0.1669536      0.0364531       0.0403019       0.0740108
      0.1709287      0.0376461       0.0688390       0.0436728
      0.1749038      0.0388452       0.0387512       0.0717423
      0.1788788      0.0400495       0.0701283       0.0381214
      0.1828539      0.0412582       0.0685118       0.0372637
      0.1868290      0.0424703       0.0363279       0.0667426
      0.1908041      0.0436849       0.0646321       0.0355065
      0.1947792      0.0449010       0.0622139       0.0347755
      0.1987543      0.0461175       0.0597943       0.0338436
      0.2027294      0.0473333       0.0572548       0.0328507
      0.2067044      0.0485472       0.0490045       0.0374140
      0.2106795      0.0497579       0.0309942       0.0516147
      0.2146546      0.0509637       0.0300479       0.0486642
      0.2186297      0.0521632       0.0290713       0.0456953
      0.2226048      0.0533544       0.0280953       0.0427167
      0.2265799      0.0545352       0.0397678       0.0271201
      0.2305550      0.0557036       0.0366777       0.0263541
      0.2345300      0.0568570       0.0340898       0.0251883
      0.2385051      0.0579927       0.0312047       0.0244527
      0.2424802      0.0591080       0.0292238       0.0229712
      0.2464553      0.0601997       0.0223982       0.0265127
      0.2504304      0.0612646       0.0214972       0.0243227
      0.2544055      0.0622993       0.0204943       0.0224375
      0.2583806      0.0633001       0.0207214       0.0195304
      0.2623556      0.0642635       0.0191038       0.0186774
      0.2663307      0.0651857       0.0177486       0.0177694
      0.2703058      0.0660626       0.0167477       0.0167101
      0.2742809      0.0668905       0.0157920       0.0158028
      0.2782560      0.0676654       0.0150748       0.0148469
      0.2822311      0.0683834       0.0144784       0.0139525
      0.2862062      0.0690404       0.0131985       0.0139164
      0.2901812      0.0696328       0.0125611       0.0134056
      0.2941563      0.0701567       0.0120925       0.0128873
      0.2981314      0.0706085       0.0124041       0.0117447
      0.3021065      0.0709848       0.0119732       0.0114966
      0.3060816      0.0712823       0.0116187       0.0113216
      0.3100567      0.0714980       0.0113558       0.0112035
      0.3140317      0.0716291       0.0111491       0.0111790
      0.3180068      0.0716732       0.0111249       0.0111249
      0.3180068      0.0716732       0.0111249       0.0111249
      0.3259570      0.0714933       0.0113839       0.0111949
      0.3339072      0.0709484       0.0115168       0.0121138
      0.3418573      0.0700390       0.0123389       0.0132151
      0.3498075      0.0687784       0.0140563       0.0145296
      0.3577577      0.0671968       0.0165386       0.0165426
      0.3657079      0.0653447       0.0202914       0.0192424
      0.3736580      0.0632953       0.0262829       0.0222534
      0.3816082      0.0611440       0.0358910       0.0246780
      0.3895584      0.0590006       0.0472256       0.0282607
      0.3975085      0.0569745       0.0568019       0.0350352
      0.4054587      0.0551549       0.0731534       0.0336585
      0.4134089      0.0535991       0.0359763       0.0816055
      0.4213591      0.0523341       0.0377368       0.0852670
      0.4293092      0.0513677       0.0848802       0.0389709
      0.4372594      0.0507000       0.0400155       0.0817251
      0.4452096      0.0503293       0.0411102       0.0770399
      0.4531597      0.0502540       0.0413083       0.0727620
      0.4611099      0.0504741       0.0418877       0.0681634
      0.4690601      0.0509912       0.0646474       0.0417023
      0.4770103      0.0518085       0.0418223       0.0612356
      0.4849604      0.0529307       0.0418641       0.0583196
      0.4929106      0.0543636       0.0557473       0.0419493
      0.5008608      0.0561138       0.0536913       0.0418614
      0.5088109      0.0581885       0.0520436       0.0416620
      0.5167611      0.0605952       0.0416598       0.0504521
      0.5247113      0.0633412       0.0416706       0.0490629
      0.5326614      0.0664332       0.0479797       0.0415575
      0.5406116      0.0698776       0.0416006       0.0468949
      0.5485618      0.0736799       0.0413884       0.0461964
      0.5565120      0.0778444       0.0455535       0.0412322
      0.5644621      0.0823744       0.0446552       0.0414268
      0.5724123      0.0872719       0.0411116       0.0443482
      0.5803625      0.0925372       0.0410216       0.0438863
      0.5883126      0.0981695       0.0434753       0.0409414
      0.5962628      0.1041661       0.0408786       0.0430993
      0.6042130      0.1105226       0.0427760       0.0408089
      0.6121632      0.1172332       0.0407148       0.0425170
      0.6201133      0.1242899       0.0406591       0.0422547
      0.6280635      0.1316833       0.0405935       0.0420330
      0.6360137      0.1394020       0.0405345       0.0418318
      0.6439638      0.1474329       0.0404790       0.0416512
      0.6519140      0.1557612       0.0414954       0.0404201
      0.6598642      0.1643701       0.0404035       0.0413163
      0.6678144      0.1732415       0.0403335       0.0412075
      0.6757645      0.1823554       0.0410893       0.0402883
      0.6837147      0.1916901       0.0409808       0.0402470
      0.6916649      0.2012228       0.0408812       0.0402092
      0.6996150      0.2109290       0.0401690       0.0407951
      0.7075652      0.2207827       0.0407234       0.0401244
      0.7155154      0.2307571       0.0406301       0.0401107
      0.7234655      0.2408240       0.0405587       0.0400834
      0.7314157      0.2509542       0.0400515       0.0404995
      0.7393659      0.2611176       0.0404411       0.0400258
      0.7473161      0.2712834       0.0400019       0.0403872
      0.7552662      0.2814202       0.0403365       0.0399808
      0.7632164      0.2914961       0.0399706       0.0402802
      0.7711666      0.3014788       0.0402493       0.0399400
      0.7791167      0.3113358       0.0402100       0.0399224
      0.7870669      0.3210347       0.0401783       0.0399016
      0.7950171      0.3305430       0.0398901       0.0401412
      0.8029673      0.3398286       0.0398778       0.0401086
      0.8109174      0.3488597       0.0400798       0.0398652
      0.8188676      0.3576051       0.0400530       0.0398539
      0.8268178      0.3660344       0.0398450       0.0400268
      0.8347679      0.3741179       0.0399996       0.0398400
      0.8427181      0.3818270       0.0399811       0.0398290
      0.8506683      0.3891341       0.0399599       0.0398233
      0.8586185      0.3960129       0.0399414       0.0398173
      0.8665686      0.4024387       0.0398137       0.0399229
      0.8745188      0.4083880       0.0398953       0.0398214
      0.8824690      0.4138392       0.0398093       0.0398897
      0.8904191      0.4187721       0.0398701       0.0398133
      0.8983693      0.4231688       0.0398075       0.0398622
      0.9063195      0.4270128       0.0398504       0.0398076
      0.9142696      0.4302899       0.0398396       0.0398085
      0.9222198      0.4329881       0.0398100       0.0398302
      0.9301700      0.4350972       0.0398110       0.0398230
      0.9381202      0.4366093       0.0398096       0.0398199
      0.9460703      0.4375188       0.0398122       0.0398147
      0.9540205      0.4378224       0.0398130       0.0398130
      0.9540205      0.4378224       0.0398130       0.0398130
      0.9619707      0.4375188       0.0398128       0.0398142
      0.9699208      0.4366093       0.0398176       0.0398120
      0.9778710      0.4350972       0.0398231       0.0398109
      0.9858212      0.4329881       0.0398098       0.0398303
      0.9937714      0.4302899       0.0398402       0.0398080
      1.0017215      0.4270128       0.0398501       0.0398078
      1.0096717      0.4231688       0.0398622       0.0398075
      1.0176219      0.4187721       0.0398541       0.0398293
      1.0255720      0.4138392       0.0398578       0.0398412
      1.0335222      0.4083880       0.0398700       0.0398468
      1.0414724      0.4024387       0.0399205       0.0398162
      1.0494226      0.3960129       0.0398170       0.0399417
      1.0573727      0.3891341       0.0398244       0.0399588
      1.0653229      0.3818270       0.0399790       0.0398312
      1.0732731      0.3741179       0.0398370       0.0400026
      1.0812232      0.3660344       0.0400269       0.0398449
      1.0891734      0.3576051       0.0398550       0.0400519
      1.0971236      0.3488597       0.0400794       0.0398656
      1.1050737      0.3398286       0.0398779       0.0401085
      1.1130239      0.3305430       0.0401221       0.0399092
      1.1209741      0.3210347       0.0401738       0.0399060
      1.1289243      0.3113358       0.0399224       0.0402100
      1.1368744      0.3014788       0.0399402       0.0402491
      1.1448246      0.2914961       0.0402926       0.0399582
      1.1527748      0.2814202       0.0399798       0.0403374
      1.1607249      0.2712834       0.0403877       0.0400015
      1.1686751      0.2611176       0.0404418       0.0400251
      1.1766253      0.2509542       0.0400529       0.0404981
      1.1845755      0.2408240       0.0405683       0.0400738
      1.1925256      0.2307571       0.0406371       0.0401038
      1.2004758      0.2207827       0.0401399       0.0407079
      1.2084260      0.2109290       0.0408255       0.0401386
      1.2163761      0.2012228       0.0405681       0.0405223
      1.2243263      0.1916901       0.0404389       0.0407889
      1.2322765      0.1823554       0.0410894       0.0402882
      1.2402267      0.1732415       0.0412384       0.0403027
      1.2481768      0.1643701       0.0413520       0.0403678
      1.2561270      0.1557612       0.0414893       0.0404262
      1.2640772      0.1474329       0.0404873       0.0416429
      1.2720273      0.1394020       0.0418318       0.0405346
      1.2799775      0.1316833       0.0405820       0.0420445
      1.2879277      0.1242899       0.0422604       0.0406534
      1.2958778      0.1172332       0.0407774       0.0424545
      1.3038280      0.1105226       0.0407991       0.0427858
      1.3117782      0.1041661       0.0427567       0.0412212
      1.3197284      0.0981695       0.0434725       0.0409441
      1.3276785      0.0925372       0.0439845       0.0409234
      1.3356287      0.0872719       0.0412698       0.0441900
      1.3435789      0.0823744       0.0412081       0.0448739
      1.3515290      0.0778444       0.0455271       0.0412586
      1.3594792      0.0736799       0.0460469       0.0415379
      1.3674294      0.0698776       0.0414603       0.0470351
      1.3753796      0.0664332       0.0415989       0.0479383
      1.3833297      0.0633412       0.0490985       0.0416350
      1.3912799      0.0605952       0.0417181       0.0503938
      1.3992301      0.0581885       0.0519677       0.0417379
      1.4071802      0.0561138       0.0416950       0.0538577
      1.4151304      0.0543636       0.0419606       0.0557360
      1.4230806      0.0529307       0.0524273       0.0477564
      1.4310308      0.0518085       0.0522614       0.0507966
      1.4389809      0.0509912       0.0644180       0.0419317
      1.4469311      0.0504741       0.0684477       0.0416034
      1.4548813      0.0502540       0.0728827       0.0411877
      1.4628314      0.0503293       0.0406347       0.0775153
      1.4707816      0.0507000       0.0399256       0.0818150
      1.4787318      0.0513677       0.0390564       0.0847948
      1.4866819      0.0523341       0.0853565       0.0376473
      1.4946321      0.0535991       0.0814412       0.0361407
      1.5025823      0.0551549       0.0729230       0.0338889
      1.5105325      0.0569745       0.0309030       0.0609340
      1.5184826      0.0590006       0.0281172       0.0473691
      1.5264328      0.0611440       0.0355648       0.0250041
      1.5343830      0.0632953       0.0221642       0.0263721
      1.5423331      0.0653447       0.0202024       0.0193313
      1.5502833      0.0671968       0.0165404       0.0165408
      1.5582335      0.0687784       0.0140363       0.0145495
      1.5661837      0.0700390       0.0123359       0.0132182
      1.5741338      0.0709484       0.0120923       0.0115383
      1.5820840      0.0714933       0.0113166       0.0112622
      1.5900342      0.0716732       0.0111249       0.0111249
      1.5900342      0.0716732       0.0111249       0.0111249
      1.5940093      0.0716291       0.0111456       0.0111825
      1.5979843      0.0714980       0.0113533       0.0112060
      1.6019594      0.0712823       0.0116176       0.0113227
      1.6059345      0.0709848       0.0114853       0.0119846
      1.6099096      0.0706085       0.0117353       0.0124135
      1.6138847      0.0701567       0.0128897       0.0120901
      1.6178598      0.0696328       0.0125840       0.0133827
      1.6218349      0.0690404       0.0132110       0.0139040
      1.6258099      0.0683834       0.0144495       0.0139814
      1.6297850      0.0676654       0.0150687       0.0148529
      1.6337601      0.0668905       0.0157735       0.0158213
      1.6377352      0.0660626       0.0167307       0.0167272
      1.6417103      0.0651857       0.0177763       0.0177417
      1.6456854      0.0642635       0.0191721       0.0186091
      1.6496605      0.0633001       0.0207024       0.0195495
      1.6536355      0.0622993       0.0206544       0.0222775
      1.6576106      0.0612646       0.0244303       0.0213896
      1.6615857      0.0601997       0.0262378       0.0226730
      1.6655608      0.0591080       0.0233112       0.0288838
      1.6695359      0.0579927       0.0315034       0.0241541
      1.6735110      0.0568570       0.0340019       0.0252763
      1.6774861      0.0557036       0.0370098       0.0260220
      1.6814611      0.0545352       0.0397836       0.0271042
      1.6854362      0.0533544       0.0293582       0.0414538
      1.6894113      0.0521632       0.0292050       0.0455616
      1.6933864      0.0509637       0.0300424       0.0486697
      1.6973615      0.0497579       0.0309687       0.0516402
      1.7013366      0.0485472       0.0542258       0.0321927
      1.7053116      0.0473333       0.0572159       0.0328896
      1.7092867      0.0461175       0.0598271       0.0338108
      1.7132618      0.0449010       0.0623501       0.0346392
      1.7172369      0.0436849       0.0624565       0.0376821
      1.7212120      0.0424703       0.0664524       0.0366181
      1.7251871      0.0412582       0.0371709       0.0686047
      1.7291622      0.0400495       0.0380008       0.0702489
      1.7331372      0.0388452       0.0388191       0.0716743
      1.7371123      0.0376461       0.0398039       0.0727079
      1.7410874      0.0364531       0.0739705       0.0403422
      1.7450625      0.0352672       0.0419891       0.0739178
      1.7490376      0.0340893       0.0416527       0.0756542
      1.7530127      0.0329203       0.0760885       0.0424378
      1.7569878      0.0317613       0.0526762       0.0669034
      1.7609628      0.0306131       0.0433641       0.0771170
      1.7649379      0.0294769       0.0766790       0.0445661
      1.7689130      0.0283536       0.0456526       0.0762331
      1.7728881      0.0272444       0.0769720       0.0454439
      1.7768632      0.0261503       0.0764753       0.0463727
      1.7808383      0.0250725       0.0470308       0.0761630
      1.7848134      0.0240121       0.0472841       0.0761794
      1.7887884      0.0229702       0.0759458       0.0477215
      1.7927635      0.0219479       0.0503111       0.0735026
      1.7967386      0.0209465       0.0492175       0.0746932
      1.8007137      0.0199672       0.0615052       0.0624604
      1.8046888      0.0190110       0.0498912       0.0740935
      1.8086639      0.0180792       0.0734732       0.0505005
      1.8126390      0.0171730       0.0532796       0.0706581
      1.8166140      0.0162934       0.0523639       0.0715174
      1.8205891      0.0154416       0.0532762       0.0705322
      1.8245642      0.0146187       0.0589998       0.0647226
      1.8285393      0.0138259       0.0685583       0.0550684
      1.8325144      0.0130642       0.0579426       0.0655812
      1.8364895      0.0123347       0.0676835       0.0557325
      1.8404646      0.0116383       0.0674642       0.0558415
      1.8444396      0.0109761       0.0666099       0.0565845
      1.8484147      0.0103490       0.0561522       0.0669318
      1.8523898      0.0097578       0.0670647       0.0559109
      1.8563649      0.0092035       0.0574251       0.0654456
      1.8603400      0.0086869       0.0579878       0.0647823
      1.8643151      0.0082087       0.0647148       0.0579600
      1.8682902      0.0077696       0.0589072       0.0636783
      1.8722652      0.0073703       0.0631421       0.0593609
      1.8762403      0.0070114       0.0641376       0.0582902
      1.8802154      0.0066934       0.0597103       0.0626501
      1.8841905      0.0064168       0.0620432       0.0602582
      1.8881656      0.0061821       0.0597222       0.0625286
      1.8921407      0.0059895       0.0614685       0.0607405
      1.8961157      0.0058394       0.0616245       0.0605519
      1.9000908      0.0057321       0.0610687       0.0610842
      1.9040659      0.0056676       0.0611652       0.0609735
      1.9080410      0.0056461       0.0610670       0.0610670
 
      0.0000000      0.0056461       0.0610670       0.0610670
      0.0039751      0.0056676       0.0610443       0.0610944
      0.0079502      0.0057321       0.0602767       0.0618762
      0.0119253      0.0058394       0.0610830       0.0610934
      0.0159003      0.0059895       0.0606055       0.0616035
      0.0198754      0.0061821       0.0613548       0.0608960
      0.0238505      0.0064168       0.0622062       0.0600951
      0.0278256      0.0066934       0.0628056       0.0595549
      0.0318007      0.0070114       0.0625159       0.0599119
      0.0357758      0.0073703       0.0606223       0.0618807
      0.0397509      0.0077696       0.0639938       0.0585916
      0.0437259      0.0082087       0.0639293       0.0587454
      0.0477010      0.0086869       0.0582990       0.0644711
      0.0516761      0.0092035       0.0672664       0.0556043
      0.0556512      0.0097578       0.0573595       0.0656161
      0.0596263      0.0103490       0.0670765       0.0560075
      0.0636014      0.0109761       0.0660534       0.0571411
      0.0675765      0.0116383       0.0694697       0.0538360
      0.0715515      0.0123347       0.0680090       0.0554071
      0.0755266      0.0130642       0.0633939       0.0601299
      0.0795017      0.0138259       0.0544809       0.0691458
      0.0834768      0.0146187       0.0636824       0.0600400
      0.0874519      0.0154416       0.0684653       0.0553431
      0.0914270      0.0162934       0.0651651       0.0587162
      0.0954021      0.0171730       0.0696000       0.0543377
      0.0993771      0.0180792       0.0494629       0.0745108
      0.1033522      0.0190110       0.0515040       0.0724807
      0.1073273      0.0199672       0.0738709       0.0500947
      0.1113024      0.0209465       0.0485192       0.0753915
      0.1152775      0.0219479       0.0488836       0.0749301
      0.1192526      0.0229702       0.0761170       0.0475503
      0.1232276      0.0240121       0.0477208       0.0757428
      0.1272027      0.0250725       0.0750560       0.0481377
      0.1311778      0.0261503       0.0763044       0.0465436
      0.1351529      0.0272444       0.0454958       0.0769200
      0.1391280      0.0283536       0.0444453       0.0774404
      0.1431031      0.0294769       0.0768535       0.0443916
      0.1470782      0.0306131       0.0757731       0.0447080
      0.1510532      0.0317613       0.0764104       0.0431691
      0.1550283      0.0329203       0.0764466       0.0420797
      0.1590034      0.0340893       0.0414559       0.0758509
      0.1629785      0.0352672       0.0410240       0.0748829
      0.1669536      0.0364531       0.0740108       0.0403019
      0.1709287      0.0376461       0.0436728       0.0688390
      0.1749038      0.0388452       0.0717423       0.0387512
      0.1788788      0.0400495       0.0381214       0.0701283
      0.1828539      0.0412582       0.0372637       0.0685118
      0.1868290      0.0424703       0.0667426       0.0363279
      0.1908041      0.0436849       0.0355065       0.0646321
      0.1947792      0.0449010       0.0347755       0.0622139
      0.1987543      0.0461175       0.0338436       0.0597943
      0.2027294      0.0473333       0.0328507       0.0572548
      0.2067044      0.0485472       0.0374140       0.0490045
      0.2106795      0.0497579       0.0516147       0.0309942
      0.2146546      0.0509637       0.0486642       0.0300479
      0.2186297      0.0521632       0.0456953       0.0290713
      0.2226048      0.0533544       0.0427167       0.0280953
      0.2265799      0.0545352       0.0271201       0.0397678
      0.2305550      0.0557036       0.0263541       0.0366777
      0.2345300      0.0568570       0.0251883       0.0340898
      0.2385051      0.0579927       0.0244527       0.0312047
      0.2424802      0.0591080       0.0229712       0.0292238
      0.2464553      0.0601997       0.0265127       0.0223982
      0.2504304      0.0612646       0.0243227       0.0214972
      0.2544055      0.0622993       0.0224375       0.0204943
      0.2583806      0.0633001       0.0195304       0.0207214
      0.2623556      0.0642635       0.0186774       0.0191038
      0.2663307      0.0651857       0.0177694       0.0177486
      0.2703058      0.0660626       0.0167101       0.0167477
      0.2742809      0.0668905       0.0158028       0.0157920
      0.2782560      0.0676654       0.0148469       0.0150748
      0.2822311      0.0683834       0.0139525       0.0144784
      0.2862062      0.0690404       0.0139164       0.0131985
      0.2901812      0.0696328       0.0134056       0.0125611
      0.2941563      0.0701567       0.0128873       0.0120925
      0.2981314      0.0706085       0.0117447       0.0124041
      0.3021065      0.0709848       0.0114966       0.0119732
      0.3060816      0.0712823       0.0113216       0.0116187
      0.3100567      0.0714980       0.0112035       0.0113558
      0.3140317      0.0716291       0.0111790       0.0111491
      0.3180068      0.0716732       0.0111249       0.0111249
      0.3180068      0.0716732       0.0111249       0.0111249
      0.3259570      0.0714933       0.0111949       0.0113839
      0.3339072      0.0709484       0.0121138       0.0115168
      0.3418573      0.0700390       0.0132151       0.0123389
      0.3498075      0.0687784       0.0145296       0.0140563
      0.3577577      0.0671968       0.0165426       0.0165386
      0.3657079      0.0653447       0.0192424       0.0202914
      0.3736580      0.0632953       0.0222534       0.0262829
      0.3816082      0.0611440       0.0246780       0.0358910
      0.3895584      0.0590006       0.0282607       0.0472256
      0.3975085      0.0569745       0.0350352       0.0568019
      0.4054587      0.0551549       0.0336585       0.0731534
      0.4134089      0.0535991       0.0816055       0.0359763
      0.4213591      0.0523341       0.0852670       0.0377368
      0.4293092      0.0513677       0.0389709       0.0848802
      0.4372594      0.0507000       0.0817251       0.0400155
      0.4452096      0.0503293       0.0770399       0.0411102
      0.4531597      0.0502540       0.0727620       0.0413083
      0.4611099      0.0504741       0.0681634       0.0418877
      0.4690601      0.0509912       0.0417023       0.0646474
      0.4770103      0.0518085       0.0612356       0.0418223
      0.4849604      0.0529307       0.0583196       0.0418641
      0.4929106      0.0543636       0.0419493       0.0557473
      0.5008608      0.0561138       0.0418614       0.0536913
      0.5088109      0.0581885       0.0416620       0.0520436
      0.5167611      0.0605952       0.0504521       0.0416598
      0.5247113      0.0633412       0.0490629       0.0416706
      0.5326614      0.0664332       0.0415575       0.0479797
      0.5406116      0.0698776       0.0468949       0.0416006
      0.5485618      0.0736799       0.0461964       0.0413884
      0.5565120      0.0778444       0.0412322       0.0455535
      0.5644621      0.0823744       0.0414268       0.0446552
      0.5724123      0.0872719       0.0443482       0.0411116
      0.5803625      0.0925372       0.0438863       0.0410216
      0.5883126      0.0981695       0.0409414       0.0434753
      0.5962628      0.1041661       0.0430993       0.0408786
      0.6042130      0.1105226       0.0408089       0.0427760
      0.6121632      0.1172332       0.0425170       0.0407148
      0.6201133      0.1242899       0.0422547       0.0406591
      0.6280635      0.1316833       0.0420330       0.0405935
      0.6360137      0.1394020       0.0418318       0.0405345
      0.6439638      0.1474329       0.0416512       0.0404790
      0.6519140      0.1557612       0.0404201       0.0414954
      0.6598642      0.1643701       0.0413163       0.0404035
      0.6678144      0.1732415       0.0412075       0.0403335
      0.6757645      0.1823554       0.0402883       0.0410893
      0.6837147      0.1916901       0.0402470       0.0409808
      0.6916649      0.2012228       0.0402092       0.0408812
      0.6996150      0.2109290       0.0407951       0.0401690
      0.7075652      0.2207827       0.0401244       0.0407234
      0.7155154      0.2307571       0.0401107       0.0406301
      0.7234655      0.2408240       0.0400834       0.0405587
      0.7314157      0.2509542       0.0404995       0.0400515
      0.7393659      0.2611176       0.0400258       0.0404411
      0.7473161      0.2712834       0.0403872       0.0400019
      0.7552662      0.2814202       0.0399808       0.0403365
      0.7632164      0.2914961       0.0402802       0.0399706
      0.7711666      0.3014788       0.0399400       0.0402493
      0.7791167      0.3113358       0.0399224       0.0402100
      0.7870669      0.3210347       0.0399016       0.0401783
      0.7950171      0.3305430       0.0401412       0.0398901
      0.8029673      0.3398286       0.0401086       0.0398778
      0.8109174      0.3488597       0.0398652       0.0400798
      0.8188676      0.3576051       0.0398539       0.0400530
      0.8268178      0.3660344       0.0400268       0.0398450
      0.8347679      0.3741179       0.0398400       0.0399996
      0.8427181      0.3818270       0.0398290       0.0399811
      0.8506683      0.3891341       0.0398233       0.0399599
      0.8586185      0.3960129       0.0398173       0.0399414
      0.8665686      0.4024387       0.0399229       0.0398137
      0.8745188      0.4083880       0.0398214       0.0398953
      0.8824690      0.4138392       0.0398897       0.0398093
      0.8904191      0.4187721       0.0398133       0.0398701
      0.8983693      0.4231688       0.0398622       0.0398075
      0.9063195      0.4270128       0.0398076       0.0398504
      0.9142696      0.4302899       0.0398085       0.0398396
      0.9222198      0.4329881       0.0398302       0.0398100
      0.9301700      0.4350972       0.0398230       0.0398110
      0.9381202      0.4366093       0.0398199       0.0398096
      0.9460703      0.4375188       0.0398147       0.0398122
      0.9540205      0.4378224       0.0398130       0.0398130
      0.9540205      0.4378224       0.0398130       0.0398130
      0.9619707      0.4375188       0.0398142       0.0398128
      0.9699208      0.4366093       0.0398120       0.0398176
      0.9778710      0.4350972       0.0398109       0.0398231
      0.9858212      0.4329881       0.0398303       0.0398098
      0.9937714      0.4302899       0.0398080       0.0398402
      1.0017215      0.4270128       0.0398078       0.0398501
      1.0096717      0.4231688       0.0398075       0.0398622
      1.0176219      0.4187721       0.0398293       0.0398541
      1.0255720      0.4138392       0.0398412       0.0398578
      1.0335222      0.4083880       0.0398468       0.0398700
      1.0414724      0.4024387       0.0398162       0.0399205
      1.0494226      0.3960129       0.0399417       0.0398170
      1.0573727      0.3891341       0.0399588       0.0398244
      1.0653229      0.3818270       0.0398312       0.0399790
      1.0732731      0.3741179       0.0400026       0.0398370
      1.0812232      0.3660344       0.0398449       0.0400269
      1.0891734      0.3576051       0.0400519       0.0398550
      1.0971236      0.3488597       0.0398656       0.0400794
      1.1050737      0.3398286       0.0401085       0.0398779
      1.1130239      0.3305430       0.0399092       0.0401221
      1.1209741      0.3210347       0.0399060       0.0401738
      1.1289243      0.3113358       0.0402100       0.0399224
      1.1368744      0.3014788       0.0402491       0.0399402
      1.1448246      0.2914961       0.0399582       0.0402926
      1.1527748      0.2814202       0.0403374       0.0399798
      1.1607249      0.2712834       0.0400015       0.0403877
      1.1686751      0.2611176       0.0400251       0.0404418
      1.1766253      0.2509542       0.0404981       0.0400529
      1.1845755      0.2408240       0.0400738       0.0405683
      1.1925256      0.2307571       0.0401038       0.0406371
      1.2004758      0.2207827       0.0407079       0.0401399
      1.2084260      0.2109290       0.0401386       0.0408255
      1.2163761      0.2012228       0.0405223       0.0405681
      1.2243263      0.1916901       0.0407889       0.0404389
      1.2322765      0.1823554       0.0402882       0.0410894
      1.2402267      0.1732415       0.0403027       0.0412384
      1.2481768      0.1643701       0.0403678       0.0413520
      1.2561270      0.1557612       0.0404262       0.0414893
      1.2640772      0.1474329       0.0416429       0.0404873
      1.2720273      0.1394020       0.0405346       0.0418318
      1.2799775      0.1316833       0.0420445       0.0405820
      1.2879277      0.1242899       0.0406534       0.0422604
      1.2958778      0.1172332       0.0424545       0.0407774
      1.3038280      0.1105226       0.0427858       0.0407991
      1.3117782      0.1041661       0.0412212       0.0427567
      1.3197284      0.0981695       0.0409441       0.0434725
      1.3276785      0.0925372       0.0409234       0.0439845
      1.3356287      0.0872719       0.0441900       0.0412698
      1.3435789      0.0823744       0.0448739       0.0412081
      1.3515290      0.0778444       0.0412586       0.0455271
      1.3594792      0.0736799       0.0415379       0.0460469
      1.3674294      0.0698776       0.0470351       0.0414603
      1.3753796      0.0664332       0.0479383       0.0415989
      1.3833297      0.0633412       0.0416350       0.0490985
      1.3912799      0.0605952       0.0503938       0.0417181
      1.3992301      0.0581885       0.0417379       0.0519677
      1.4071802      0.0561138       0.0538577       0.0416950
      1.4151304      0.0543636       0.0557360       0.0419606
      1.4230806      0.0529307       0.0477564       0.0524273
      1.4310308      0.0518085       0.0507966       0.0522614
      1.4389809      0.0509912       0.0419317       0.0644180
      1.4469311      0.0504741       0.0416034       0.0684477
      1.4548813      0.0502540       0.0411877       0.0728827
      1.4628314      0.0503293       0.0775153       0.0406347
      1.4707816      0.0507000       0.0818150       0.0399256
      1.4787318      0.0513677       0.0847948       0.0390564
      1.4866819      0.0523341       0.0376473       0.0853565
      1.4946321      0.0535991       0.0361407       0.0814412
      1.5025823      0.0551549       0.0338889       0.0729230
      1.5105325      0.0569745       0.0609340       0.0309030
      1.5184826      0.0590006       0.0473691       0.0281172
      1.5264328      0.0611440       0.0250041       0.0355648
      1.5343830      0.0632953       0.0263721       0.0221642
      1.5423331      0.0653447       0.0193313       0.0202024
      1.5502833      0.0671968       0.0165408       0.0165404
      1.5582335      0.0687784       0.0145495       0.0140363
      1.5661837      0.0700390       0.0132182       0.0123359
      1.5741338      0.0709484       0.0115383       0.0120923
      1.5820840      0.0714933       0.0112622       0.0113166
      1.5900342      0.0716732       0.0111249       0.0111249
      1.5900342      0.0716732       0.0111249       0.0111249
      1.5940093      0.0716291       0.0111825       0.0111456
      1.5979843      0.0714980       0.0112060       0.0113533
      1.6019594      0.0712823       0.0113227       0.0116176
