#       # k              E            BS weight       TS weight
      0.8188676     -1.6303764       0.0145828       0.0145854
      0.8268178     -1.6573564       0.0145918       0.0145852
      0.8347679     -1.6830621       0.0145932       0.0145919
      0.8427181     -1.7074296       0.0145974       0.0145952
      0.8506683     -1.7303978       0.0146054       0.0145941
      0.8586185     -1.7519089       0.0146032       0.0146026
      0.8665686     -1.7719085       0.0146035       0.0146080
      0.8745188     -1.7903457       0.0146073       0.0146094
      0.8824690     -1.8071735       0.0146117       0.0146097
      0.8904191     -1.8223488       0.0146125       0.0146129
      0.8983693     -1.8358325       0.0146143       0.0146147
      0.9063195     -1.8475899       0.0146166       0.0146156
      0.9142696     -1.8575905       0.0146174       0.0146174
      0.9222198     -1.8658086       0.0146187       0.0146182
      0.9301700     -1.8722226       0.0146177       0.0146209
      0.9381202     -1.8768161       0.0146199       0.0146199
      0.9460703     -1.8795769       0.0146202       0.0146203
      0.9540205     -1.8804980       0.0146204       0.0146204
      0.9540205     -1.8804980       0.0146204       0.0146204
      0.9619707     -1.8795769       0.0146201       0.0146203
      0.9699208     -1.8768161       0.0146188       0.0146209
      0.9778710     -1.8722226       0.0146190       0.0146196
      0.9858212     -1.8658086       0.0146181       0.0146189
      0.9937714     -1.8575905       0.0146176       0.0146172
      1.0017215     -1.8475899       0.0146164       0.0146158
      1.0096717     -1.8358325       0.0146146       0.0146145
      1.0176219     -1.8223488       0.0146127       0.0146128
      1.0255720     -1.8071735       0.0146098       0.0146115
      1.0335222     -1.7903457       0.0146081       0.0146086
      1.0414724     -1.7719085       0.0146009       0.0146107
      1.0494226     -1.7519089       0.0146000       0.0146058
      1.0573727     -1.7303978       0.0145984       0.0146011
      1.0653229     -1.7074296       0.0146064       0.0145862
      1.0732731     -1.6830621       0.0145921       0.0145929
      1.0812232     -1.6573564       0.0145928       0.0145842
      1.0891734     -1.6303764       0.0145776       0.0145906
      1.0971236     -1.6021889       0.0145803       0.0145784
      1.1050737     -1.5728631       0.0145726       0.0145759
      1.1130239     -1.5424706       0.0145688       0.0145689
      1.1209741     -1.5110847       0.0145575       0.0145686
      1.1289243     -1.4787809       0.0145739       0.0145397
      1.1368744     -1.4456359       0.0145476       0.0145528
      1.1448246     -1.4117276       0.0145415       0.0145447
      1.1527748     -1.3771352       0.0145344       0.0145368
      1.1607249     -1.3419382       0.0145282       0.0145269
      1.1686751     -1.3062167       0.0144985       0.0145397
      1.1766253     -1.2700512       0.0145033       0.0145168
      1.1845755     -1.2335218       0.0144961       0.0145048
      1.1925256     -1.1967083       0.0144794       0.0145013
      1.2004758     -1.1596901       0.0144733       0.0144860
      1.2084260     -1.1225456       0.0144755       0.0144610
      1.2163761     -1.0853521       0.0144354       0.0144771
      1.2243263     -1.0481857       0.0144245       0.0144627
      1.2322765     -1.0111207       0.0144316       0.0144287
      1.2402267     -0.9742300       0.0144164       0.0144157
      1.2481768     -0.9375843       0.0144215       0.0143809
      1.2561270     -0.9012522       0.0143830       0.0143879
      1.2640772     -0.8652999       0.0143708       0.0143672
      1.2720273     -0.8297911       0.0143343       0.0143690
      1.2799775     -0.7947869       0.0142543       0.0144126
      1.2879277     -0.7603455       0.0143082       0.0143206
      1.2958778     -0.7265224       0.0142493       0.0143397
      1.3038280     -0.6933696       0.0142793       0.0142680
      1.3117782     -0.6609363       0.0141988       0.0143051
      1.3197284     -0.6292684       0.0142253       0.0142335
      1.3276785     -0.5984084       0.0142372       0.0141747
      1.3356287     -0.5683956       0.0141732       0.0141902
      1.3435789     -0.5392658       0.0141526       0.0141608
      1.3515290     -0.5110514       0.0141129       0.0141492
      1.3594792     -0.4837816       0.0140909       0.0141186
      1.3674294     -0.4574819       0.0141446       0.0140113
      1.3753796     -0.4321746       0.0140460       0.0140555
      1.3833297     -0.4078789       0.0140403       0.0140064
      1.3912799     -0.3846104       0.0140114       0.0139803
      1.3992301     -0.3623817       0.0141092       0.0138277
      1.4071802     -0.3412022       0.0139417       0.0139412
      1.4151304     -0.3210785       0.0138289       0.0140008
      1.4230806     -0.3020141       0.0138254       0.0139528
      1.4310308     -0.2840096       0.0138613       0.0138673
      1.4389809     -0.2670631       0.0138439       0.0138375
      1.4469311     -0.2511698       0.0138786       0.0137585
      1.4548813     -0.2363225       0.0134123       0.0141837
      1.4628314     -0.2225114       0.0137916       0.0137670
      1.4707816     -0.2097246       0.0138033       0.0137215
      1.4787318     -0.1979475       0.0137598       0.0137352
      1.4866819     -0.1871634       0.0137015       0.0137677
      1.4946321     -0.1773535       0.0137134       0.0137340
      1.5025823     -0.1684966       0.0137334       0.0136958
      1.5105325     -0.1605696       0.0136346       0.0137800
      1.5184826     -0.1535473       0.0136962       0.0137069
      1.5264328     -0.1474027       0.0136912       0.0137031
      1.5343830     -0.1421068       0.0136864       0.0137015
      1.5423331     -0.1376289       0.0136949       0.0136883
      1.5502833     -0.1339368       0.0136885       0.0136916
      1.5582335     -0.1309968       0.0136876       0.0136904
      1.5661837     -0.1287740       0.0136888       0.0136879
      1.5741338     -0.1272323       0.0136876       0.0136883
      1.5820840     -0.1263349       0.0136892       0.0136863
      1.5900342     -0.1260441       0.0136877       0.0136877
      1.5900342     -0.1260441       0.0136877       0.0136877
      1.5940093     -0.1261144       0.0136877       0.0136877
      1.5979843     -0.1263221       0.0136876       0.0136880
      1.6019594     -0.1266624       0.0136877       0.0136880
      1.6059345     -0.1271304       0.0136878       0.0136881
      1.6099096     -0.1277214       0.0136880       0.0136881
      1.6138847     -0.1284305       0.0136877       0.0136888
      1.6178598     -0.1292530       0.0136886       0.0136882
      1.6218349     -0.1301842       0.0136884       0.0136890
      1.6258099     -0.1312192       0.0136900       0.0136879
      1.6297850     -0.1323534       0.0136888       0.0136898
      1.6337601     -0.1335819       0.0137127       0.0136667
      1.6377352     -0.1349003       0.0136878       0.0136924
      1.6417103     -0.1363039       0.0136828       0.0136985
      1.6456854     -0.1377880       0.0136954       0.0136870
      1.6496605     -0.1393481       0.0136941       0.0136895
      1.6536355     -0.1409798       0.0136960       0.0136890
      1.6576106     -0.1426787       0.0136908       0.0136957
      1.6615857     -0.1444403       0.0136811       0.0137070
      1.6655608     -0.1462602       0.0136981       0.0136917
      1.6695359     -0.1481344       0.0137157       0.0136760
      1.6735110     -0.1500585       0.0136968       0.0136968
      1.6774861     -0.1520283       0.0137067       0.0136891
      1.6814611     -0.1540399       0.0136042       0.0137937
      1.6854362     -0.1560892       0.0136987       0.0137015
      1.6894113     -0.1581723       0.0136967       0.0137060
      1.6933864     -0.1602853       0.0137056       0.0136996
      1.6973615     -0.1624244       0.0137089       0.0136989
      1.7013366     -0.1645858       0.0136858       0.0137247
      1.7053116     -0.1667660       0.0137154       0.0136979
      1.7092867     -0.1689613       0.0137075       0.0137086
      1.7132618     -0.1711682       0.0138124       0.0136066
      1.7172369     -0.1733833       0.0137169       0.0137050
      1.7212120     -0.1756032       0.0137221       0.0137028
      1.7251871     -0.1778247       0.0136872       0.0137408
      1.7291622     -0.1800445       0.0137123       0.0137188
      1.7331372     -0.1822596       0.0137126       0.0137216
      1.7371123     -0.1844668       0.0137154       0.0137219
      1.7410874     -0.1866632       0.0137351       0.0137053
      1.7450625     -0.1888459       0.0137284       0.0137152
      1.7490376     -0.1910120       0.0137283       0.0137184
      1.7530127     -0.1931590       0.0137134       0.0137364
      1.7569878     -0.1952840       0.0137257       0.0137272
      1.7609628     -0.1973844       0.0138064       0.0136497
      1.7649379     -0.1994579       0.0137302       0.0137289
      1.7689130     -0.2015019       0.0137342       0.0137279
      1.7728881     -0.2035141       0.0137239       0.0137411
      1.7768632     -0.2054922       0.0137349       0.0137331
      1.7808383     -0.2074340       0.0137261       0.0137448
      1.7848134     -0.2093373       0.0137341       0.0137397
      1.7887884     -0.2112002       0.0137459       0.0137306
      1.7927635     -0.2130205       0.0137420       0.0137372
      1.7967386     -0.2147965       0.0137390       0.0137429
      1.8007137     -0.2165262       0.0137525       0.0137320
      1.8046888     -0.2182080       0.0137403       0.0137467
      1.8086639     -0.2198400       0.0137430       0.0137464
      1.8126390     -0.2214208       0.0137602       0.0137316
      1.8166140     -0.2229486       0.0137506       0.0137434
      1.8205891     -0.2244221       0.0137452       0.0137510
      1.8245642     -0.2258398       0.0137513       0.0137470
      1.8285393     -0.2272004       0.0137499       0.0137504
      1.8325144     -0.2285026       0.0137499       0.0137524
      1.8364895     -0.2297452       0.0137528       0.0137513
      1.8404646     -0.2309271       0.0137362       0.0137697
      1.8444396     -0.2320471       0.0137571       0.0137505
      1.8484147     -0.2331042       0.0137528       0.0137563
      1.8523898     -0.2340975       0.0137606       0.0137500
      1.8563649     -0.2350262       0.0137589       0.0137531
      1.8603400     -0.2358893       0.0137581       0.0137551
      1.8643151     -0.2366861       0.0137570       0.0137574
      1.8682902     -0.2374160       0.0137591       0.0137564
      1.8722652     -0.2380783       0.0137616       0.0137548
      1.8762403     -0.2386723       0.0137535       0.0137639
      1.8802154     -0.2391977       0.0137619       0.0137562
      1.8841905     -0.2396540       0.0137593       0.0137594
      1.8881656     -0.2400407       0.0137619       0.0137575
      1.8921407     -0.2403575       0.0137548       0.0137650
      1.8961157     -0.2406043       0.0137597       0.0137604
      1.9000908     -0.2407806       0.0137606       0.0137598
      1.9040659     -0.2408865       0.0137603       0.0137603
      1.9080410     -0.2409218       0.0137603       0.0137603
 
      0.0000000     -0.2409218       0.0137603       0.0137603
      0.0039751     -0.2408865       0.0137596       0.0137610
      0.0079502     -0.2407806       0.0137605       0.0137599
      0.0119253     -0.2406043       0.0137620       0.0137581
      0.0159003     -0.2403575       0.0137602       0.0137595
      0.0198754     -0.2400407       0.0137599       0.0137594
      0.0238505     -0.2396540       0.0137723       0.0137465
      0.0278256     -0.2391977       0.0137672       0.0137509
      0.0318007     -0.2386723       0.0137580       0.0137593
      0.0357758     -0.2380783       0.0137692       0.0137473
      0.0397509     -0.2374160       0.0138358       0.0136796
      0.0437259     -0.2366861       0.0137516       0.0137628
      0.0477010     -0.2358893       0.0137581       0.0137551
      0.0516761     -0.2350262       0.0137593       0.0137527
      0.0556512     -0.2340975       0.0137525       0.0137581
      0.0596263     -0.2331042       0.0137567       0.0137524
      0.0636014     -0.2320471       0.0137468       0.0137608
      0.0675765     -0.2309271       0.0137455       0.0137604
      0.0715515     -0.2297452       0.0137532       0.0137509
      0.0755266     -0.2285026       0.0136508       0.0138515
      0.0795017     -0.2272004       0.0137478       0.0137525
      0.0834768     -0.2258398       0.0137509       0.0137474
      0.0874519     -0.2244221       0.0137396       0.0137567
      0.0914270     -0.2229486       0.0137565       0.0137375
      0.0954021     -0.2214208       0.0137547       0.0137370
      0.0993771     -0.2198400       0.0137430       0.0137464
      0.1033522     -0.2182080       0.0137225       0.0137645
      0.1073273     -0.2165262       0.0137201       0.0137644
      0.1113024     -0.2147965       0.0137269       0.0137550
      0.1152775     -0.2130205       0.0137830       0.0136962
      0.1192526     -0.2112002       0.0137406       0.0137359
      0.1232276     -0.2093373       0.0137505       0.0137232
      0.1272027     -0.2074340       0.0135800       0.0138909
      0.1311778     -0.2054922       0.0137341       0.0137339
      0.1351529     -0.2035141       0.0137251       0.0137400
      0.1391280     -0.2015019       0.0137266       0.0137355
      0.1431031     -0.1994579       0.0137314       0.0137276
      0.1470782     -0.1973844       0.0136933       0.0137627
      0.1510532     -0.1952840       0.0137560       0.0136969
      0.1550283     -0.1931590       0.0137412       0.0137086
      0.1590034     -0.1910120       0.0137173       0.0137294
      0.1629785     -0.1888459       0.0137079       0.0137357
      0.1669536     -0.1866632       0.0137511       0.0136894
      0.1709287     -0.1844668       0.0137229       0.0137144
      0.1749038     -0.1822596       0.0137177       0.0137165
      0.1788788     -0.1800445       0.0139270       0.0135041
      0.1828539     -0.1778247       0.0137213       0.0137067
      0.1868290     -0.1756032       0.0138146       0.0136104
      0.1908041     -0.1733833       0.0137122       0.0137098
      0.1947792     -0.1711682       0.0137161       0.0137029
      0.1987543     -0.1689613       0.0137034       0.0137127
      0.2027294     -0.1667660       0.0137029       0.0137103
      0.2067044     -0.1645858       0.0137122       0.0136983
      0.2106795     -0.1624244       0.0137643       0.0136435
      0.2146546     -0.1602853       0.0136998       0.0137054
      0.2186297     -0.1581723       0.0136784       0.0137242
      0.2226048     -0.1560892       0.0136893       0.0137110
      0.2265799     -0.1540399       0.0137052       0.0136928
      0.2305550     -0.1520283       0.0137064       0.0136893
      0.2345300     -0.1500585       0.0136880       0.0137056
      0.2385051     -0.1481344       0.0137956       0.0135960
      0.2424802     -0.1462602       0.0137562       0.0136336
      0.2464553     -0.1444403       0.0137030       0.0136850
      0.2504304     -0.1426787       0.0136979       0.0136886
      0.2544055     -0.1409798       0.0136876       0.0136974
      0.2583806     -0.1393481       0.0136921       0.0136915
      0.2623556     -0.1377880       0.0136889       0.0136934
      0.2663307     -0.1363039       0.0136905       0.0136907
      0.2703058     -0.1349003       0.0136774       0.0137028
      0.2742809     -0.1335819       0.0136926       0.0136868
      0.2782560     -0.1323534       0.0136921       0.0136865
      0.2822311     -0.1312192       0.0136894       0.0136886
      0.2862062     -0.1301842       0.0136865       0.0136909
      0.2901812     -0.1292530       0.0136884       0.0136885
      0.2941563     -0.1284305       0.0136938       0.0136827
      0.2981314     -0.1277214       0.0136800       0.0136962
      0.3021065     -0.1271304       0.0136845       0.0136914
      0.3060816     -0.1266624       0.0136874       0.0136883
      0.3100567     -0.1263221       0.0136876       0.0136879
      0.3140317     -0.1261144       0.0136884       0.0136870
      0.3180068     -0.1260441       0.0136877       0.0136877
      0.3180068     -0.1260441       0.0136877       0.0136877
      0.3259570     -0.1263349       0.0136880       0.0136876
      0.3339072     -0.1272323       0.0136869       0.0136890
      0.3418573     -0.1287740       0.0136886       0.0136881
      0.3498075     -0.1309968       0.0136712       0.0137068
      0.3577577     -0.1339368       0.0137135       0.0136666
      0.3657079     -0.1376289       0.0136880       0.0136952
      0.3736580     -0.1421068       0.0136938       0.0136941
      0.3816082     -0.1474027       0.0137048       0.0136896
      0.3895584     -0.1535473       0.0136586       0.0137446
      0.3975085     -0.1605696       0.0138071       0.0136076
      0.4054587     -0.1684966       0.0137285       0.0137008
      0.4134089     -0.1773535       0.0137385       0.0137089
      0.4213591     -0.1871634       0.0137101       0.0137592
      0.4293092     -0.1979475       0.0137595       0.0137356
      0.4372594     -0.2097246       0.0137952       0.0137296
      0.4452096     -0.2225114       0.0137990       0.0137595
      0.4531597     -0.2363225       0.0138252       0.0137708
      0.4611099     -0.2511698       0.0137999       0.0138372
      0.4690601     -0.2670631       0.0138478       0.0138337
      0.4770103     -0.2840096       0.0139127       0.0138159
      0.4849604     -0.3020141       0.0139042       0.0138740
      0.4929106     -0.3210785       0.0139357       0.0138941
      0.5008608     -0.3412022       0.0139514       0.0139314
      0.5088109     -0.3623817       0.0139556       0.0139813
      0.5167611     -0.3846104       0.0139674       0.0140243
      0.5247113     -0.4078789       0.0140789       0.0139678
      0.5326614     -0.4321746       0.0140413       0.0140602
      0.5406116     -0.4574819       0.0143493       0.0138065
      0.5485618     -0.4837816       0.0140916       0.0141179
      0.5565120     -0.5110514       0.0141531       0.0141090
      0.5644621     -0.5392658       0.0140797       0.0142338
      0.5724123     -0.5683956       0.0141695       0.0141939
      0.5803625     -0.5984084       0.0142217       0.0141902
      0.5883126     -0.6292684       0.0142409       0.0142178
      0.5962628     -0.6609363       0.0142759       0.0142280
      0.6042130     -0.6933696       0.0142997       0.0142476
      0.6121632     -0.7265224       0.0143001       0.0142888
      0.6201133     -0.7603455       0.0144199       0.0142089
      0.6280635     -0.7947869       0.0143324       0.0143345
      0.6360137     -0.8297911       0.0144022       0.0143011
      0.6439638     -0.8652999       0.0143710       0.0143669
      0.6519140     -0.9012522       0.0143977       0.0143732
      0.6598642     -0.9375843       0.0144732       0.0143291
      0.6678144     -0.9742300       0.0144156       0.0144165
      0.6757645     -1.0111207       0.0144310       0.0144293
      0.6837147     -1.0481857       0.0144588       0.0144284
      0.6916649     -1.0853521       0.0144717       0.0144408
      0.6996150     -1.1225456       0.0144438       0.0144928
      0.7075652     -1.1596901       0.0144746       0.0144846
      0.7155154     -1.1967083       0.0144912       0.0144895
      0.7234655     -1.2335218       0.0144953       0.0145056
      0.7314157     -1.2700512       0.0145245       0.0144956
      0.7393659     -1.3062167       0.0145227       0.0145154
      0.7473161     -1.3419382       0.0145263       0.0145288
      0.7552662     -1.3771352       0.0145479       0.0145232
      0.7632164     -1.4117276       0.0145439       0.0145423
      0.7711666     -1.4456359       0.0145461       0.0145543
      0.7791167     -1.4787809       0.0145419       0.0145717
      0.7870669     -1.5110847       0.0145596       0.0145664
      0.7950171     -1.5424706       0.0145716       0.0145661
      0.8029673     -1.5728631       0.0145844       0.0145642
      0.8109174     -1.6021889       0.0145780       0.0145807
      0.8188676     -1.6303764       0.0145854       0.0145828
      0.8268178     -1.6573564       0.0145852       0.0145918
      0.8347679     -1.6830621       0.0145919       0.0145932
      0.8427181     -1.7074296       0.0145952       0.0145974
      0.8506683     -1.7303978       0.0145941       0.0146054
      0.8586185     -1.7519089       0.0146026       0.0146032
      0.8665686     -1.7719085       0.0146080       0.0146035
      0.8745188     -1.7903457       0.0146094       0.0146073
      0.8824690     -1.8071735       0.0146097       0.0146117
      0.8904191     -1.8223488       0.0146129       0.0146125
      0.8983693     -1.8358325       0.0146147       0.0146143
      0.9063195     -1.8475899       0.0146156       0.0146166
      0.9142696     -1.8575905       0.0146174       0.0146174
      0.9222198     -1.8658086       0.0146182       0.0146187
      0.9301700     -1.8722226       0.0146209       0.0146177
      0.9381202     -1.8768161       0.0146199       0.0146199
      0.9460703     -1.8795769       0.0146203       0.0146202
      0.9540205     -1.8804980       0.0146204       0.0146204
      0.9540205     -1.8804980       0.0146204       0.0146204
      0.9619707     -1.8795769       0.0146203       0.0146201
      0.9699208     -1.8768161       0.0146209       0.0146188
      0.9778710     -1.8722226       0.0146196       0.0146190
      0.9858212     -1.8658086       0.0146189       0.0146181
      0.9937714     -1.8575905       0.0146172       0.0146176
      1.0017215     -1.8475899       0.0146158       0.0146164
      1.0096717     -1.8358325       0.0146145       0.0146146
      1.0176219     -1.8223488       0.0146128       0.0146127
      1.0255720     -1.8071735       0.0146115       0.0146098
      1.0335222     -1.7903457       0.0146086       0.0146081
      1.0414724     -1.7719085       0.0146107       0.0146009
      1.0494226     -1.7519089       0.0146058       0.0146000
      1.0573727     -1.7303978       0.0146011       0.0145984
      1.0653229     -1.7074296       0.0145862       0.0146064
      1.0732731     -1.6830621       0.0145929       0.0145921
      1.0812232     -1.6573564       0.0145842       0.0145928
      1.0891734     -1.6303764       0.0145906       0.0145776
      1.0971236     -1.6021889       0.0145784       0.0145803
      1.1050737     -1.5728631       0.0145759       0.0145726
      1.1130239     -1.5424706       0.0145689       0.0145688
      1.1209741     -1.5110847       0.0145686       0.0145575
      1.1289243     -1.4787809       0.0145397       0.0145739
      1.1368744     -1.4456359       0.0145528       0.0145476
      1.1448246     -1.4117276       0.0145447       0.0145415
      1.1527748     -1.3771352       0.0145368       0.0145344
      1.1607249     -1.3419382       0.0145269       0.0145282
      1.1686751     -1.3062167       0.0145397       0.0144985
      1.1766253     -1.2700512       0.0145168       0.0145033
      1.1845755     -1.2335218       0.0145048       0.0144961
      1.1925256     -1.1967083       0.0145013       0.0144794
      1.2004758     -1.1596901       0.0144860       0.0144733
      1.2084260     -1.1225456       0.0144610       0.0144755
      1.2163761     -1.0853521       0.0144771       0.0144354
      1.2243263     -1.0481857       0.0144627       0.0144245
      1.2322765     -1.0111207       0.0144287       0.0144316
      1.2402267     -0.9742300       0.0144157       0.0144164
      1.2481768     -0.9375843       0.0143809       0.0144215
      1.2561270     -0.9012522       0.0143879       0.0143830
      1.2640772     -0.8652999       0.0143672       0.0143708
      1.2720273     -0.8297911       0.0143690       0.0143343
      1.2799775     -0.7947869       0.0144126       0.0142543
      1.2879277     -0.7603455       0.0143206       0.0143082
      1.2958778     -0.7265224       0.0143397       0.0142493
      1.3038280     -0.6933696       0.0142680       0.0142793
      1.3117782     -0.6609363       0.0143051       0.0141988
      1.3197284     -0.6292684       0.0142335       0.0142253
      1.3276785     -0.5984084       0.0141747       0.0142372
      1.3356287     -0.5683956       0.0141902       0.0141732
      1.3435789     -0.5392658       0.0141608       0.0141526
      1.3515290     -0.5110514       0.0141492       0.0141129
      1.3594792     -0.4837816       0.0141186       0.0140909
      1.3674294     -0.4574819       0.0140113       0.0141446
      1.3753796     -0.4321746       0.0140555       0.0140460
      1.3833297     -0.4078789       0.0140064       0.0140403
      1.3912799     -0.3846104       0.0139803       0.0140114
      1.3992301     -0.3623817       0.0138277       0.0141092
      1.4071802     -0.3412022       0.0139412       0.0139417
      1.4151304     -0.3210785       0.0140008       0.0138289
      1.4230806     -0.3020141       0.0139528       0.0138254
      1.4310308     -0.2840096       0.0138673       0.0138613
      1.4389809     -0.2670631       0.0138375       0.0138439
      1.4469311     -0.2511698       0.0137585       0.0138786
      1.4548813     -0.2363225       0.0141837       0.0134123
      1.4628314     -0.2225114       0.0137670       0.0137916
      1.4707816     -0.2097246       0.0137215       0.0138033
      1.4787318     -0.1979475       0.0137352       0.0137598
      1.4866819     -0.1871634       0.0137677       0.0137015
      1.4946321     -0.1773535       0.0137340       0.0137134
      1.5025823     -0.1684966       0.0136958       0.0137334
      1.5105325     -0.1605696       0.0137800       0.0136346
      1.5184826     -0.1535473       0.0137069       0.0136962
      1.5264328     -0.1474027       0.0137031       0.0136912
      1.5343830     -0.1421068       0.0137015       0.0136864
      1.5423331     -0.1376289       0.0136883       0.0136949
      1.5502833     -0.1339368       0.0136916       0.0136885
      1.5582335     -0.1309968       0.0136904       0.0136876
      1.5661837     -0.1287740       0.0136879       0.0136888
      1.5741338     -0.1272323       0.0136883       0.0136876
      1.5820840     -0.1263349       0.0136863       0.0136892
      1.5900342     -0.1260441       0.0136877       0.0136877
      1.5900342     -0.1260441       0.0136877       0.0136877
      1.5940093     -0.1261144       0.0136877       0.0136877
      1.5979843     -0.1263221       0.0136880       0.0136876
      1.6019594     -0.1266624       0.0136880       0.0136877
      1.6059345     -0.1271304       0.0136881       0.0136878
      1.6099096     -0.1277214       0.0136881       0.0136880
      1.6138847     -0.1284305       0.0136888       0.0136877
      1.6178598     -0.1292530       0.0136882       0.0136886
      1.6218349     -0.1301842       0.0136890       0.0136884
      1.6258099     -0.1312192       0.0136879       0.0136900
      1.6297850     -0.1323534       0.0136898       0.0136888
      1.6337601     -0.1335819       0.0136667       0.0137127
      1.6377352     -0.1349003       0.0136924       0.0136878
      1.6417103     -0.1363039       0.0136985       0.0136828
      1.6456854     -0.1377880       0.0136870       0.0136954
      1.6496605     -0.1393481       0.0136895       0.0136941
      1.6536355     -0.1409798       0.0136890       0.0136960
      1.6576106     -0.1426787       0.0136957       0.0136908
      1.6615857     -0.1444403       0.0137070       0.0136811
      1.6655608     -0.1462602       0.0136917       0.0136981
      1.6695359     -0.1481344       0.0136760       0.0137157
      1.6735110     -0.1500585       0.0136968       0.0136968
      1.6774861     -0.1520283       0.0136891       0.0137067
      1.6814611     -0.1540399       0.0137937       0.0136042
      1.6854362     -0.1560892       0.0137015       0.0136987
      1.6894113     -0.1581723       0.0137060       0.0136967
      1.6933864     -0.1602853       0.0136996       0.0137056
      1.6973615     -0.1624244       0.0136989       0.0137089
      1.7013366     -0.1645858       0.0137247       0.0136858
      1.7053116     -0.1667660       0.0136979       0.0137154
      1.7092867     -0.1689613       0.0137086       0.0137075
      1.7132618     -0.1711682       0.0136066       0.0138124
      1.7172369     -0.1733833       0.0137050       0.0137169
      1.7212120     -0.1756032       0.0137028       0.0137221
      1.7251871     -0.1778247       0.0137408       0.0136872
      1.7291622     -0.1800445       0.0137188       0.0137123
      1.7331372     -0.1822596       0.0137216       0.0137126
      1.7371123     -0.1844668       0.0137219       0.0137154
      1.7410874     -0.1866632       0.0137053       0.0137351
      1.7450625     -0.1888459       0.0137152       0.0137284
      1.7490376     -0.1910120       0.0137184       0.0137283
      1.7530127     -0.1931590       0.0137364       0.0137134
      1.7569878     -0.1952840       0.0137272       0.0137257
      1.7609628     -0.1973844       0.0136497       0.0138064
      1.7649379     -0.1994579       0.0137289       0.0137302
      1.7689130     -0.2015019       0.0137279       0.0137342
      1.7728881     -0.2035141       0.0137411       0.0137239
      1.7768632     -0.2054922       0.0137331       0.0137349
      1.7808383     -0.2074340       0.0137448       0.0137261
      1.7848134     -0.2093373       0.0137397       0.0137341
      1.7887884     -0.2112002       0.0137306       0.0137459
      1.7927635     -0.2130205       0.0137372       0.0137420
      1.7967386     -0.2147965       0.0137429       0.0137390
      1.8007137     -0.2165262       0.0137320       0.0137525
      1.8046888     -0.2182080       0.0137467       0.0137403
      1.8086639     -0.2198400       0.0137464       0.0137430
      1.8126390     -0.2214208       0.0137316       0.0137602
      1.8166140     -0.2229486       0.0137434       0.0137506
      1.8205891     -0.2244221       0.0137510       0.0137452
      1.8245642     -0.2258398       0.0137470       0.0137513
      1.8285393     -0.2272004       0.0137504       0.0137499
      1.8325144     -0.2285026       0.0137524       0.0137499
      1.8364895     -0.2297452       0.0137513       0.0137528
      1.8404646     -0.2309271       0.0137697       0.0137362
      1.8444396     -0.2320471       0.0137505       0.0137571
      1.8484147     -0.2331042       0.0137563       0.0137528
      1.8523898     -0.2340975       0.0137500       0.0137606
      1.8563649     -0.2350262       0.0137531       0.0137589
      1.8603400     -0.2358893       0.0137551       0.0137581
      1.8643151     -0.2366861       0.0137574       0.0137570
      1.8682902     -0.2374160       0.0137564       0.0137591
      1.8722652     -0.2380783       0.0137548       0.0137616
      1.8762403     -0.2386723       0.0137639       0.0137535
      1.8802154     -0.2391977       0.0137562       0.0137619
      1.8841905     -0.2396540       0.0137594       0.0137593
      1.8881656     -0.2400407       0.0137575       0.0137619
      1.8921407     -0.2403575       0.0137650       0.0137548
      1.8961157     -0.2406043       0.0137604       0.0137597
      1.9000908     -0.2407806       0.0137598       0.0137606
      1.9040659     -0.2408865       0.0137603       0.0137603
      1.9080410     -0.2409218       0.0137603       0.0137603
 
      0.0000000     -0.2377910       0.0238690       0.0238690
      0.0039751     -0.2377558       0.0238694       0.0238685
      0.0079502     -0.2376500       0.0238689       0.0238688
      0.0119253     -0.2374737       0.0238687       0.0238685
      0.0159003     -0.2372272       0.0238662       0.0238703
      0.0198754     -0.2369106       0.0238676       0.0238680
      0.0238505     -0.2365243       0.0238851       0.0238494
      0.0278256     -0.2360684       0.0238701       0.0238632
      0.0318007     -0.2355434       0.0238641       0.0238678
      0.0357758     -0.2349499       0.0238592       0.0238709
      0.0397509     -0.2342882       0.0239806       0.0237477
      0.0437259     -0.2335589       0.0238464       0.0238798
      0.0477010     -0.2327627       0.0238615       0.0238626
      0.0516761     -0.2319003       0.0238569       0.0238647
      0.0556512     -0.2309725       0.0238536       0.0238654
      0.0596263     -0.2299800       0.0238574       0.0238588
      0.0636014     -0.2289237       0.0238622       0.0238511
      0.0675765     -0.2278047       0.0238889       0.0238212
      0.0715515     -0.2266239       0.0238805       0.0238262
      0.0755266     -0.2253823       0.0238366       0.0238666
      0.0795017     -0.2240812       0.0238454       0.0238541
      0.0834768     -0.2227217       0.0238340       0.0238616
      0.0874519     -0.2213052       0.0239576       0.0237340
      0.0914270     -0.2198329       0.0236694       0.0240179
      0.0954021     -0.2183064       0.0238426       0.0238404
      0.0993771     -0.2167270       0.0238403       0.0238382
      0.1033522     -0.2150963       0.0238120       0.0238618
      0.1073273     -0.2134159       0.0238276       0.0238413
      0.1113024     -0.2116877       0.0238430       0.0238210
      0.1152775     -0.2099132       0.0234113       0.0242475
      0.1192526     -0.2080943       0.0237594       0.0238942
      0.1232276     -0.2062330       0.0238806       0.0237676
      0.1272027     -0.2043313       0.0238270       0.0238157
