     -0.50000000      1.00000000      0.00000000      0.00000000      1.00000000      1.00000000      1.00000000      0.00000000      1.00000000      0.00000000      0.00000000      1.00000000      0.00000000      0.00000000      1.00000000      1.00000000      0.00000000      1.00000000      0.00000000      1.00000000      0.00000000      1.00000000      0.00000000      1.00000000      1.00000000      0.00000000      1.00000000      0.00000000      0.00000000      1.00000000      1.00000000      0.00000000      1.00000000      0.00000000      1.00000000      0.00000000      0.00000000      1.00000000      1.00000000      0.00000000      0.00000000      1.00000000      0.00000000      1.00000000      1.00000000      0.00000000      0.00000000      0.00000000      0.00000000      1.00000000      1.00000000      1.00000000      1.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      1.00000000      1.00000000      1.00000000      1.00000000      0.00000000      0.00000000      0.00000000      1.00000000      1.00000000      1.00000000      0.00000000      0.00000000      1.00000000      1.00000000      1.00000000      0.00000000      0.00000000      1.00000000      0.00000000      0.00000000      0.00000000      0.00000000      1.00000000      0.00000000      1.00000000      1.00000000      1.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      1.00000000      1.00000000      1.00000000      0.00000000      0.00000000      1.00000000      0.00000000      0.00000000      1.00000000      0.00000000      1.00000000      1.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      1.00000000      0.00000000      0.00000000      1.00000000      1.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
     -0.49000000      0.99674009      0.99709591      0.99729674      0.99742828      0.99745536      0.00255796      0.00248804      0.00251390      0.00246550      0.99755122      0.99760228      0.99756363      0.99756478      0.00236861      0.00229181      0.00232136      0.00225920      0.99781258      0.99784329      0.99788634      0.99787956      0.00207769      0.00199235      0.00201112      0.00202900      0.99816335      0.99818809      0.99819868      0.00173861      0.00168565      0.00171395      0.00172178      0.99819186      0.99845474      0.99845551      0.99855596      0.00147182      0.00147235      0.99858175      0.00135836      0.00133342      0.99867246      0.99867232      0.00126589      0.00126651      0.99884992      0.99885013      0.99890932      0.99892684      0.00109886      0.00109910      0.00103477      0.00101950      0.99899515      0.99899537      0.00096328      0.99911361      0.99911374      0.00096334      0.99915804      0.99916643      0.00085333      0.00085329      0.00080545      0.00081443      0.99921022      0.99921015      0.00076367      0.99928870      0.99928873      0.00076358      0.99929311      0.99929526      0.00069622      0.00069949      0.00069008      0.00068998      0.99935262      0.99935263      0.00062900      0.00062906      0.00057803      0.99940489      0.99940489      0.99944830      0.99944828      0.00057806      0.00053530      0.00053531      0.99948495      0.99948491      0.00049964      0.00049964      0.99951595      0.99951591      0.00038918      0.00038911      0.99954184      0.99954180      0.00047015      0.00047015      0.99956296      0.99956294      0.00039464      0.00039463      0.99957968      0.00040153      0.00044613      0.00040152      0.00044613      0.00041225      0.00041224      0.99957966      0.99959230      0.99960112      0.99959231      0.00042699      0.99960112      0.99960633      0.00042698      0.99960633
     -0.48000000      0.99316289      0.99401129      0.99440879      0.99471544      0.99475645      0.99486542      0.00524290      0.00509918      0.00513268      0.00518566      0.00491453      0.99492364      0.99508479      0.99510986      0.00480617      0.99535221      0.00464580      0.00466857      0.99542617      0.99574573      0.99575371      0.00438115      0.00426166      0.00403571      0.00403811      0.99606830      0.99614186      0.00368395      0.99637892      0.99638202      0.00359444      0.00344222      0.00344511      0.99688443      0.99691227      0.99691359      0.99695065      0.00285543      0.00290975      0.00294683      0.00294105      0.99734988      0.99735039      0.00252779      0.00252645      0.99762304      0.99766497      0.00224569      0.00221154      0.00218931      0.00219046      0.99770829      0.99770810      0.99799928      0.99799974      0.99814235      0.99816188      0.00191817      0.00191768      0.00177221      0.00179416      0.99823721      0.99823751      0.00169706      0.00169677      0.00154746      0.99842751      0.99843080      0.99843106      0.99843254      0.00151722      0.99858835      0.99858842      0.00155548      0.00151696      0.99871635      0.00136951      0.00136972      0.99882097      0.99871641      0.00124736      0.00124749      0.99882101      0.99890778      0.99890774      0.00114539      0.00114532      0.99898095      0.99898089      0.00105989      0.00105986      0.99904282      0.99904276      0.00098859      0.00098857      0.00092968      0.99909445      0.99909440      0.00092967      0.00076843      0.00076832      0.99913657      0.99913653      0.00077901      0.00077899      0.99919504      0.99921261      0.99916986      0.99916989      0.00084354      0.00079277      0.00079275      0.00081413      0.00081411      0.00088173      0.00084353      0.99919505      0.99922299      0.99921262      0.99922299      0.00088172
     -0.47000000      0.98888125      0.99048592      0.99114041      0.99170433      0.99179155      0.00824365      0.00820929      0.99182071      0.99183967      0.00807737      0.00803666      0.00780244      0.00766684      0.99233940      0.99253674      0.99247730      0.99256986      0.00728442      0.00720376      0.00701058      0.00686869      0.99341027      0.99355139      0.99359789      0.99360959      0.00618007      0.00613729      0.00591283      0.00602766      0.00518192      0.99455777      0.99456704      0.99470968      0.99484639      0.00479667      0.00490136      0.00517195      0.99537339      0.00440792      0.99537663      0.00440212      0.99589572      0.99598906      0.99603962      0.99604027      0.00384885      0.00378737      0.00376208      0.00377539      0.99658020      0.99658135      0.00308338      0.00313624      0.00326869      0.00326583      0.99674084      0.99678265      0.99702165      0.99702230      0.00285586      0.00285423      0.00273658      0.00275782      0.99720988      0.99721961      0.99738057      0.99738106      0.00252208      0.00252107      0.99767240      0.99767275      0.00225101      0.00225027      0.99790943      0.99790967      0.99810190      0.00202891      0.00202841      0.99810208      0.99825898      0.00184511      0.00184480      0.99825911      0.00169175      0.00169157      0.99838905      0.99838914      0.00156347      0.00156337      0.99849860      0.99849853      0.99859105      0.99859099      0.00145662      0.00145655      0.00136844      0.00112821      0.00112813      0.00136840      0.99873100      0.99873097      0.99866814      0.00114326      0.00114325      0.99878068      0.99878070      0.99866809      0.00116384      0.00123966      0.00119574      0.00129673      0.99881821      0.99884440      0.99885986      0.00116382      0.00119572      0.00123964      0.99881822      0.99884440      0.99885986      0.00129671
     -0.46000000      0.98334838      0.98615760      0.98722016      0.98803176      0.98819156      0.01166763      0.01175674      0.01174085      0.01151676      0.98851219      0.98857388      0.98864938      0.98885486      0.01094282      0.01088702      0.01073592      0.01043879      0.98984103      0.98988521      0.99015565      0.98996384      0.00956772      0.00957063      0.00932917      0.00907035      0.99140158      0.99143243      0.99162038      0.00815357      0.00811923      0.99191294      0.00766622      0.00749040      0.99274189      0.99275418      0.00690054      0.00688191      0.99335137      0.99356470      0.00615941      0.99384914      0.00601512      0.99385239      0.00585131      0.00584691      0.00513671      0.99462713      0.99471385      0.99474911      0.99476225      0.00497260      0.00500306      0.00502913      0.99537266      0.00451122      0.00458894      0.99547731      0.99547856      0.00432126      0.00431708      0.99534938      0.00376746      0.99607035      0.99607182      0.00376432      0.00331937      0.99655277      0.99655381      0.00331713      0.99694427      0.99694500      0.00295575      0.00295426      0.99726170      0.00265832      0.00265734      0.99726224      0.00241253      0.99751906      0.00241194      0.99751946      0.99772874      0.99772902      0.00220773      0.00220737      0.00203668      0.00203647      0.99790198      0.99790215      0.00189441      0.99804747      0.99804757      0.00189427      0.00177718      0.99817012      0.99817018      0.00177710      0.00145982      0.00145974      0.99827233      0.99827229      0.00168197      0.00160627      0.99835555      0.00154806      0.00147846      0.00150579      0.99842131      0.99847093      0.99852597      0.99852597      0.99850554      0.99850554      0.99835553      0.99847092      0.00147844      0.00150577      0.99842129      0.00160623      0.00154803      0.00168191
     -0.45000000      0.97573240      0.98053173      0.98218921      0.98366704      0.98395136      0.01613087      0.01605032      0.01582754      0.01571230      0.98405468      0.01522994      0.98409005      0.01491040      0.98495211      0.98528631      0.98544112      0.98551571      0.01426167      0.01408423      0.01361231      0.01321833      0.98704044      0.98722998      0.98733730      0.98768007      0.01218198      0.01213076      0.01156177      0.01128961      0.98917534      0.98941417      0.98988541      0.98923952      0.01026184      0.01023080      0.99091412      0.00960858      0.00939966      0.99094296      0.99123028      0.99149953      0.00861759      0.00864882      0.00825854      0.00797183      0.99230482      0.99239927      0.99232404      0.99234688      0.00756263      0.00727984      0.00713346      0.00732844      0.99347688      0.99348311      0.00621654      0.00620490      0.99440320      0.99440738      0.00534640      0.00533823      0.99515413      0.99515684      0.00464552      0.00464013      0.00408055      0.99576251      0.99576438      0.00407681      0.99625511      0.99625642      0.00362317      0.00362078      0.99665374      0.99665474      0.99697637      0.00324968      0.00324813      0.99697709      0.00294155      0.00294065      0.99723872      0.99723923      0.00268519      0.99745492      0.99745522      0.00268462      0.00247144      0.99763598      0.99763617      0.00247111      0.99778831      0.99778843      0.00229397      0.00229375      0.00214798      0.99791502      0.99791511      0.00214784      0.99801817      0.99801824      0.00175565      0.00175540      0.00177692      0.00177686      0.99809965      0.99809960      0.00202958      0.00186334      0.00193556      0.00181091      0.00181085      0.99816105      0.99822911      0.00186327      0.00193549      0.99820385      0.99822911      0.99816102      0.00202948      0.99820384
     -0.44000000      0.96477180      0.97260916      0.97539234      0.97807662      0.97854528      0.97876730      0.02133054      0.02138095      0.02141557      0.02099293      0.97914620      0.97930569      0.97989673      0.02001999      0.01970987      0.01978349      0.98066244      0.01905410      0.98148197      0.98175891      0.98213184      0.98323730      0.01772438      0.01735052      0.01718440      0.01675859      0.98412520      0.98445106      0.98462649      0.98558175      0.98624461      0.01518811      0.01489062      0.01447138      0.01463481      0.01333316      0.98695969      0.01308007      0.98710471      0.98704567      0.98737168      0.01263881      0.01216259      0.01235955      0.98911327      0.98914836      0.01086595      0.01031273      0.01024411      0.99084419      0.99086392      0.00870775      0.00867786      0.99224116      0.99225266      0.00739213      0.00737375      0.99336957      0.99337666      0.00633217      0.00631988      0.99428099      0.99428536      0.00548195      0.00547400      0.99501742      0.99502041      0.00479828      0.00479291      0.99561224      0.99561430      0.99609266      0.99609423      0.00424621      0.00424288      0.00379616      0.00379406      0.99648075      0.99648186      0.00342553      0.00342433      0.99679571      0.99679651      0.00311761      0.00286137      0.00311686      0.99705454      0.99705502      0.00286092      0.99727066      0.99727098      0.00264897      0.00264866      0.00247456      0.99745202      0.99745228      0.00247437      0.99760269      0.99760292      0.99772523      0.99772541      0.00233333      0.00200937      0.00200890      0.00203255      0.00203239      0.00222135      0.99782203      0.99782191      0.00207306      0.00213541      0.99789486      0.00222123      0.00213528      0.00207291      0.99794560      0.99797554      0.99789479      0.99794557      0.99797553      0.00233319
     -0.43000000      0.94875149      0.95995502      0.96640918      0.97104750      0.02836279      0.02818587      0.02803522      0.02776581      0.97176711      0.97191877      0.02692936      0.97218400      0.97234317      0.02647287      0.02609167      0.02547933      0.97340439      0.97426201      0.97448522      0.02421622      0.97495933      0.02364470      0.02392345      0.97582410      0.97664311      0.02293426      0.97779979      0.97814482      0.02180146      0.02161132      0.02081760      0.97834770      0.97954640      0.97852556      0.01996489      0.02038081      0.98161375      0.98185403      0.01704631      0.01743303      0.01542229      0.98474106      0.98485642      0.01434714      0.01416773      0.98731856      0.98737542      0.01202172      0.01194714      0.98938988      0.98942087      0.01008691      0.01004380      0.99104932      0.99106708      0.00852464      0.00849827      0.99238409      0.99239459      0.00727156      0.00725454      0.99345837      0.99346473      0.00626986      0.00625879      0.99432401      0.99432824      0.00546644      0.00545930      0.99502151      0.99502444      0.00481926      0.00481490      0.99558377      0.99558597      0.00429259      0.00429002      0.99603719      0.99603876      0.00385960      0.00385813      0.00350039      0.99640450      0.99640560      0.00349948      0.00320197      0.99670553      0.99670619      0.00320139      0.99695609      0.99695656      0.00295502      0.00295462      0.99716581      0.99716626      0.00275258      0.00275232      0.99733980      0.99734023      0.00221626      0.00221554      0.99748119      0.99748154      0.00258889      0.00224101      0.00224070      0.99759293      0.99759269      0.00245927      0.99767682      0.00228788      0.00235992      0.00245910      0.00228760      0.99773526      0.99767669      0.00235969      0.99776972      0.99773520      0.99776970      0.00258871
     -0.42000000      0.92587362      0.93914552      0.95521563      0.96189886      0.96265202      0.96275956      0.96291980      0.96312885      0.03747995      0.03726536      0.03718465      0.03695555      0.03618500      0.96405324      0.96426882      0.96506537      0.03576668      0.03578426      0.96524004      0.03345337      0.03453941      0.03421672      0.96547401      0.96595989      0.03197322      0.03502601      0.96905684      0.03069855      0.96946501      0.97085235      0.02865180      0.02812972      0.97442603      0.97495803      0.02426762      0.02369533      0.02113303      0.97874201      0.97904901      0.01975025      0.01922468      0.98252185      0.98267284      0.98556574      0.98564277      0.01644947      0.01625980      0.01367804      0.01357189      0.98798562      0.98802774      0.01141879      0.01135761      0.98991256      0.98993666      0.00960510      0.00956765      0.99145530      0.99146906      0.00815751      0.00813372      0.99269297      0.99270124      0.00700319      0.00698772      0.99368741      0.99369274      0.00608036      0.00607070      0.99448703      0.99449082      0.00533824      0.00533247      0.99513045      0.99513319      0.00473566      0.00473246      0.99564863      0.99565062      0.00424079      0.00423896      0.99606768      0.99606904      0.00383093      0.00382980      0.99641036      0.99641120      0.00349082      0.00349004      0.99669467      0.99669531      0.99693206      0.00320981      0.00320926      0.99693279      0.99712875      0.00297973      0.00297937      0.99712946      0.00237242      0.00237334      0.99728850      0.99728908      0.99741482      0.99741441      0.99750949      0.00279393      0.00264699      0.00253448      0.00245295      0.00239934      0.00239992      0.00245246      0.00253411      0.00264674      0.99750925      0.00279371      0.99757540      0.99761425      0.99757529      0.99761423
     -0.41000000      0.89496521      0.90790530      0.94212471      0.95115867      0.95061554      0.94946260      0.95318836      0.04568272      0.04722546      0.04847416      0.04929114      0.05038466      0.04995029      0.95383950      0.94988340      0.94967184      0.04393212      0.05018979      0.04244110      0.05030548      0.94971219      0.05029977      0.95694460      0.95802036      0.94969858      0.03963509      0.03872317      0.96033305      0.96447753      0.96571897      0.03379811      0.03294693      0.97059586      0.97120527      0.02873219      0.02716680      0.97589936      0.02564937      0.97625066      0.02240117      0.02195906      0.98035156      0.98052613      0.01849003      0.01823236      0.01527655      0.98387673      0.98396755      0.01512614      0.98664794      0.98669785      0.01269087      0.01260234      0.98884295      0.98887106      0.01062384      0.01056982      0.99059155      0.99060705      0.00898282      0.00894824      0.99199042      0.99199966      0.00767675      0.00765465      0.99311123      0.99311715      0.00663632      0.00662259      0.99401105      0.99401544      0.00579267      0.00580060      0.00512367      0.00511931      0.99473403      0.99473705      0.99531581      0.99531799      0.00456807      0.99578569      0.00456559      0.99578710      0.99616928      0.00410862      0.00410701      0.99617018      0.00372756      0.00372640      0.99648658      0.99648744      0.99675097      0.99675211      0.00341311      0.00341227      0.00315579      0.00315526      0.99696980      0.99697094      0.99714750      0.99714845      0.00247848      0.00247957      0.99728754      0.99728820      0.00294819      0.00278416      0.00265866      0.00250773      0.00250867      0.00256776      0.00256696      0.00265807      0.99739341      0.99750982      0.99746665      0.00278378      0.00294790      0.99739302      0.99746647      0.99750977
